CHROM_POS	1048_F.freq	1048_G.freq	1048_H.freq	1048_I.freq	1048_J.freq	1115_A_fixed.freq	1115_B_fixed.freq	1115_C.freq	1586_B.freq	1586_C.freq	1586_D.freq	1586_E.freq	1586_F.freq	1586_G.freq	1586_I.freq	1586_J.freq	1586_K.freq	1586_N.freq	1586_O.freq	1586_P.freq	1586_Q.freq	1586_R.freq	1586_S.freq	1600_F.freq	1600_G.freq	1600_H.freq	1600_I.freq	1600_J.freq	2065_A.freq	2065_B.freq	2065_C.freq	2424_E.freq	2424_N.freq	2487_A.freq	2487_B.freq	2487_C.freq	2487_D.freq	2487_E.freq	2487_F.freq	3386_A.freq	3386_AB.freq	3386_AD.freq	3386_AE.freq	3386_AG.freq	3386_AH.freq	3386_AI.freq	3386_AJ.freq	3386_AK.freq	3386_AL.freq	3386_C.freq	3386_D.freq	3386_E.freq	3386_F.freq	3386_G.freq	3386_H.freq	3386_I.freq	3386_J.freq	3386_M.freq	3386_N.freq	3386_O.freq	3386_S.freq	3386_T.freq	3386_U.freq	3386_W.freq	3386_X.freq	3386_Y.freq	3386_Z.freq	3722_CJ.freq	3722_CL.freq	3722_CM.freq	3722_CN.freq	3722_CO.freq	3722_CP.freq
hypothetical_protein36_225	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.925	-	-	0.925	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_2254	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.8735	-	-	-	-	-	-	0.78	0.82931	0.80992	-	-	0.841933	-	-	-	0.73	-	0.822927	0.847	0.817379	0.859627	0.862261	0.787273	-	0.88715	-	0.841022	0.864676	0.855825	-	0.841111	0.831489	-	-	-	-	-	-	-	-
hypothetical_protein36_2271	-	-	-	-	-	-	0.902941	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_2274	-	-	-	-	-	0.802961	0.815655	0.827826	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.688333	0.659286	-	-	-	0.844593	0.895	0.633536	0.673511	0.62875	0.605678	0.663774	0.625405	-	0.52178	0.527164	0.555888	0.702124	0.608992	0.706356	0.605922	0.660571	0.574609	0.574393	0.696053	0.654914	0.633333	0.519143	0.6475	0.654651	0.694574	0.4775	0.645556	0.693571	0.622857	0.525625	-	-	-	-	-	-
hypothetical_protein36_2283	-	-	-	-	-	0.923057	0.911343	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_2291	-	-	-	-	-	0.720904	0.795954	0.809333	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.857059	0.87625	0.872941	0.876471	0.796383	0.848525	0.905714	0.886284	0.812025	0.80992	0.712581	0.758	0.781058	0.710472	-	0.839853	0.736	-	0.869091	-	-	0.768108	0.7525	-	0.725	0.82931	0.847692	0.699464	0.830976	0.834046	0.840124	0.713636	0.720769	0.816667	-	0.830976	0.686709	0.74783	0.883984	0.874439	0.816667	0.860631	0.850138	0.789362	0.872844
hypothetical_protein36_2301	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9175	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_2310	-	-	-	-	-	0.729508	0.877153	0.794929	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.843115	0.862659	0.835882	-	0.797664	0.830286	0.825879	0.832	0.869737	0.832203	0.6975	0.772414	0.774554	0.640796	0.781864	0.788397	0.702195	-	-	-	0.593393	0.729151	-	0.847692	0.710787	0.754857	0.849348	0.67	0.836051	0.816424	0.842086	0.6865	0.73313	0.843684	-	0.835	0.606538	0.723942	0.87521	0.840044	0.778493	0.856652	0.814658	0.780936	0.803511
hypothetical_protein36_2346	-	-	-	-	-	0.350318	0.480315	0.355372	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.398496	0.451389	0.401361	0.5	0.529412	0.319018	0.518293	0.438017	0.299213	0.482759	0.4	0.507042	0.443299	0.526882	0.337838	0.489209	0.452991	0.569565	0.456897	0.457143	0.485714	0.442478	0.715909	0.688889	0.625	0.423913	-	0.47619	0.58209	0.59854	0.481013	0.421053	0.62766	0.576471	0.491525	0.84875	0.5	0.470588	0.484615	0.401914	0.521327	0.340314	0.425641	0.333333	0.415254
hypothetical_protein36_235	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.92623	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_2352	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.875472	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.922732	0.906161	-	0.923454	-	0.900168
hypothetical_protein36_2353	-	-	-	-	-	0.78	-	0.812241	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.926419	-	-	0.877059	0.916429	-	0.90925	0.89	0.726897	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.916269	0.886316	0.905978	0.902031	0.816289	0.898462
hypothetical_protein36_2355	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.868	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9208	0.905263	-	0.921429	-	0.897586
hypothetical_protein36_2367	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.897727	0.91	-	-	-	-	-	-	0.895	0.905263	0.926027	0.855357	-	0.878776	0.892558	0.828265	0.87764	0.887732	0.89	-	0.8515	0.917241	0.856711	0.860345	0.882143	0.87087	0.91	0.886641	0.918182	0.895789	0.829844	-	0.895652	-	0.923404	0.825833	-	-	-	-	-	-
hypothetical_protein36_2371	-	-	-	-	-	0.589333	0.591284	0.568713	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.505	0.51434	0.501102	-	-	0.4885	0.654651	0.56	0.444388	0.644045	0.7492	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.538	0.655652	0.472857	0.554793	0.533779	-
hypothetical_protein36_2372	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.917241	-	-	-	-	-	0.837578	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.936686	0.891209	-	0.90515	-	0.88466
hypothetical_protein36_2379	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.906494	0.929412	0.9175	-	-	-	0.825294	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.872258	-	0.89	-	0.87087
hypothetical_protein36_2380	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.907692	0.929412	0.9175	-	-	-	0.822308	-	-	-	-	0.91	0.918182	-	0.921739	-	-	-	0.87764	0.92125	0.947674	-	-	0.8875	-	-	0.91	0.913699	0.897264	-	-	-	0.935714	0.857895	-	0.898387	-	-	-	0.925918	0.871429	-	0.89	-	0.868
hypothetical_protein36_2394	-	-	-	-	-	0.45	0.606712	0.46913	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.535	0.562558	0.494468	0.7	-	0.487108	0.696139	-	0.320299	0.680645	0.589512	0.705676	0.88	0.595	0.61	0.772414	0.680645	0.744845	0.827826	0.619231	0.713043	0.732857	0.731525	0.913462	0.607143	0.599787	0.8425	0.761667	0.907692	0.84494	0.796923	-	0.723382	0.916279	0.604	-	0.676735	0.743966	0.770435	-	0.637252	0.595918	0.593393	0.51	0.637465
hypothetical_protein36_2400	-	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.520968	0.696613	-	-	0.916923	0.826316	-	-	0.535937	0.644615	0.575714	0.398929	0.5545	0.586	0.425161	0.543077	0.546949	0.529344	0.573276	0.583158	0.83125	0.532	0.45	0.732432	0.703	0.679296	0.726447	0.598649	-	0.607143	0.810526	-	0.9	0.582	0.611071	0.588769	-	-	-	-	-	-
hypothetical_protein36_2412	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.766	-	-	-	-	-	-	0.79	0.803125	-	0.8	0.68375	0.84	-	0.701429	0.876471	0.85	0.79375	0.834694	0.846341	0.896154	0.861538	0.8875	0.914286	0.808387	0.885915	0.802	0.874419	0.853061	0.845714	0.894118	0.894118	0.861538	0.823913	0.798644	-	-	-	-	-	-
hypothetical_protein36_2413	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.8	-	-	-	-	-	-	-	0.82	0.825806	-	0.633333	0.813478	0.86	-	0.842857	0.733462	0.743333	0.843478	0.757551	-	0.832558	-	0.83125	0.85	-	-	0.802	0.7975	0.773125	-	0.788235	-	0.786842	0.863043	0.89322	-	-	-	-	-	-
hypothetical_protein36_2418	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	0.782759	-	0.8	0.694265	0.828571	-	0.691639	0.882609	0.834694	0.764286	0.823913	0.8425	-	0.854054	0.875862	0.91	0.802	0.882609	0.811429	-	0.86	0.836364	-	0.890909	0.878378	0.807143	0.798644	-	-	-	-	-	-
hypothetical_protein36_2446	-	-	-	-	-	0.569565	0.7375	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.723077	0.72069	-	-	-	0.6425	0.757692	0.85	-	0.690625	0.810526	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.519143	0.703	0.7375	-	0.713636	0.8
hypothetical_protein36_2448	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_2452	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.88	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_2453	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.8	-	-	-	-	0.8875	-	-	-	0.82	0.810526	-	-	-	-	-	-	-	-	-
hypothetical_protein36_259	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.923729	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_270	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.922414	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_273	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.921053	0.923404	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_285	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.878776	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.922414	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_317	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.861215	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_339	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.879	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_354	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.142	-	-	-	-	-	-	-	-	-	-	-	0.01	-	0.505	0.19	0.1	-	-	-	-	-	-	-	-	-	0.0496	-	-	-	-	-	0.0833333	-	-	0.123143	-	-	-	-	-	-
hypothetical_protein36_358	-	-	-	-	-	0.889041	-	0.921739	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.891379	0.9	0.860385	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_359	-	-	-	-	-	0.885915	-	0.921739	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.891379	0.896721	0.860385	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_362	-	-	-	-	-	0.868	-	0.918182	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.875862	0.871429	0.837089	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.912903	-	-	-	-	-	-	-	-	-	-	-	-	0.926364	-
hypothetical_protein36_363	-	-	-	-	-	0.866216	-	0.918182	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.930769	-	-	-	-	0.945455	-	0.875862	0.871429	0.835	0.921739	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.91	-	-	-	-	-	-	-	-	-	-	-	0.936471	0.933333	-
hypothetical_protein36_369	-	-	-	-	-	0.812703	-	0.897143	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.898113	0.927419	-	-	-	0.898592	-	0.798644	0.811429	0.797229	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.903571	-	-	-	-	-	-	-	-	-	-	-	0.923404	0.897586	0.925882
hypothetical_protein36_372	0.882609	-	0.82	0.882609	-	-	-	-	-	-	-	-	-	-	-	0.882609	0.815909	-	-	0.894118	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_373	-	-	0.715789	-	-	-	-	0.850822	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.885455	0.892537	-	-	-	0.821084	-	0.805246	0.79	0.766404	0.757692	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.839286	-	-	-	-	-	-	-	-	-	-	-	0.914737	0.873077	0.912195
hypothetical_protein36_383	-	-	-	-	-	0.710244	-	0.794286	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.832462	0.830286	0.76	-	-	0.802	-	0.732857	0.737941	0.72617	0.619231	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.624483	-	-	-	-	-	-	-	-	-	-	-	0.833366	0.836299	0.903571
hypothetical_protein36_384	0.73871	0.6625	-	0.604	-	0.710244	-	0.784231	-	-	-	-	-	-	-	-	-	-	-	0.871429	-	-	-	-	-	-	-	-	-	0.79	0.784783	0.76	-	-	0.804444	-	0.737031	0.741739	0.718632	0.619231	-	-	-	0.792308	-	0.758537	-	0.46	-	-	-	-	-	-	-	-	-	-	0.505	-	-	-	-	-	-	-	0.828571	-	-	-	0.835	0.836299	0.884884
hypothetical_protein36_399	0.843478	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_409	0.810526	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_420	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.85	-	0.85	-	-	-	-	-	-	-	-	0.857895	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_447	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.877273	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_493	-	-	-	-	-	0.779091	0.743333	0.725846	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.613659	0.72775	0.715	-	-	0.705357	0.739474	0.7096	0.6975	0.661316	0.720769	-	-	-	-	-	0.01	-	0.01	-	0.01	0.01	-	-	-	-	-	-	-	0.01	-	0.01	-	-	-	-	-	-	-	0.822308	0.833146	0.790845	0.847	0.736606	0.830658
hypothetical_protein36_51	-	-	-	-	-	-	-	0.912903	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_54	-	-	-	-	-	-	-	0.912903	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_567	-	-	-	-	-	0.67	0.78	0.703	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7228	0.791579	0.67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_58	-	-	-	-	-	-	-	0.912903	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_90	-	-	-	-	-	-	0.91	0.775	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.805405	0.614286	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_911	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9	-	-	-	-	-
hypothetical_protein36_912	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein36_94	-	-	-	-	-	0.9325	0.91	0.78	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.815385	0.614286	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_114	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.655	0.685	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_115	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.657594	0.687368	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_118	-	-	-	-	-	-	-	-	-	0.83125	0.810526	0.73	0.828571	-	0.88	-	0.7075	0.76	0.469643	0.213824	0.124231	0.765217	0.183505	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_134	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.730612	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_171	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.425161	-	-	0.206216	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_174	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.854839	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_207	-	-	-	-	-	-	-	-	0.478947	0.46	0.301176	0.614286	0.398929	-	-	0.38125	0.692	-	0.46375	-	-	0.726087	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_21	-	-	-	-	-	-	-	-	0.1	-	0.1	-	0.4	-	-	0.55	0.55	-	-	0.1	-	0.754545	0.0861538	0.0807143	0.0582927	0.142	0.08425	0.0560465	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_213	-	-	-	-	-	-	-	-	0.478947	0.64	0.83125	-	0.596667	0.55	-	0.676	0.325	0.19	-	-	-	0.311304	-	0.01	-	-	-	0.001	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_224	-	-	-	-	-	-	-	-	0.9	-	0.8875	-	0.833333	-	-	0.765217	0.613659	-	-	-	-	0.672727	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_234	-	-	-	-	-	-	-	-	0.446154	0.1	-	0.2125	0.266667	0.1	-	0.218421	-	-	0.12	-	-	0.668421	-	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_246	-	-	-	-	-	-	-	-	-	-	0.01	-	0.0925	0.1	-	-	-	-	-	-	-	-	-	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_256	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.742857	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_259	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.742857	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_261	-	-	-	-	-	-	-	-	-	-	0.1	-	-	0.1	-	-	-	0.25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hypothetical_protein37_269	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
